"year.quarter","ABUR1","ABUR2","AQUE1","AQUE2","AQUE3","AQUE4","AQUE5","AQUE6","BULL1","BULL3","BULL6","CARP1","CARP2","CARP3","CARP4","CARP5","CARP6","CARP7","CARP8","GOLB1","GOLB2","GOLB3","HORA1","HORA2","HORA3","INNP1","INNP2","INNP3","IVEE1","IVEE10","IVEE11","IVEE2","IVEE3","IVEE5","IVEE6","IVEE7","IVEE8","IVEE9","LEAD1","LEAD2","LEAD3","MESA1","MESA2","MESA3","MOHK1","MOHK2","NAPL1","NAPL2","NAPL3","NAPL4","NAPL5","NAPL6","NAPL7","NAPL8","OAKS1","OAKS2","OAKS3","REFU1","REFU2","REFU3","STEP2","STEP3","TANK1","TANK2","TANK3","WOOD1","WOOD2","WOOD3"
2013,121.313333333333,33.1183333333333,130.254444444444,231.052222222222,142.583333333333,601.538333333333,720.83,443.469,8.00642857142857,14.01125,106.622555555556,0,4.00398968253968,0.187605,0.268131666666667,0,0,0.0246288888888889,2.5533,220.316222222222,216.59,53.3913492063492,212.584523809524,308.047555555556,154.626420634921,145.187875,277.019444444444,330.869888888889,162.552,319.173777777778,270.777555555556,203.976702380952,200.8025,237.215,293.017037037037,891.226666666667,844.191428571429,0,113.159333333333,145.165428571429,129.716666666667,243.509238095238,81.4134285714286,0,161.261416666667,251.201666666667,0,0,0,0,2.78177777777778,0,0,0,0,0,0,470.832857142857,402.0975,217.36255952381,252.896666666667,153.730952380952,270.224888888889,252.961666666667,381.593333333333,44.1996428571429,352.971666666667,495.647222222222
2013.25,258.371666666667,77.5316666666667,245.635833333333,297.954277777778,43.5366666666667,649.682222222222,531.71125,745.514444444444,133.766625,86.5467854166667,163.136611111111,0,21.8088619047619,0,0,0,0,0,0,517.080952380952,500.536111111111,152.781666666667,290.317285714286,516.830555555556,187.49619047619,428.957083333333,591.662777777778,158.804055555556,522.553333333333,513.348333333333,455.911111111111,614.87625,292.614666666667,277.746666666667,368.282962962963,798.853333333333,737.207142857143,0,90.3271666666667,122.28519047619,32.6366666666667,707.290952380952,370.207416666667,450.882777777778,328.565,451.244583333333,10.038,10.3311111111111,0,5.31211111111111,0,0,0,0,0.0345,0.0345,0.0345,654.809523809524,685.691666666667,502.546416666667,397.320555555556,194.103857142857,359.056111111111,335.022661111111,427.666666666667,239.473333333333,615.937777777778,587.265
2013.5,271.3425,63.1175,55.7116666666667,107.1775,0,223.174388888889,142.726458333333,317.969944444444,53.65125,28.5154166666667,80.0696666666667,0,0,0,0,0,0.0517111111111111,0.176983333333333,0,139.073650793651,134.100555555556,29.2166428571429,93.8295238095238,411.044166666667,159.295714285714,235.617791666667,297.39,76.4512222222222,144.69375,101.956666666667,136.943916666667,182.28625,98.125375,121.584166666667,187.407222222222,233.993333333333,154.776642857143,0,17.3172222222222,93.15,0,418.247023809524,274.285625,85.8572222222222,313.640625,281.647142857143,0,0,0,0,0,0,0,0,0,0,0,348.281746031746,342.615416666667,306.162916666667,346.6425,197.748571428571,58.5683333333333,74.359,112.968333333333,201.086303571429,428.055,147.420555555556
2013.75,52.3321666666667,0,4.22527777777778,0.177777777777778,0,77.8450155555555,217.219583333333,299.264944444444,118.298333333333,76.08875,98.4396666666667,0.0582777777777778,49.6571904761905,0,0,0,0,0,0,114.46419047619,82.8438333333333,0,138.559952380952,419.287222222222,239.309476190476,274.52875,195.833888888889,151.902555555556,307.600416666667,276.794444444444,276.533777777778,297.188541666667,238.16075,176.563888888889,260.245925925926,302.606666666667,243.836714285714,0,15.3491111111111,20.1139614285714,0,101.597476190476,29.6253333333333,6.56222222222222,118.439083333333,91.5888333333333,0,0,0,0,0,0,0,0,0,0.104025,0.104025,25.2730952380952,29.2524166666667,10.4487375,112.303055555556,52.2068571428571,60.6278277777778,42.6044944444444,74.2452233333333,19.5984166666667,77.432,84.1266666666667
2014,31.4221666666667,0,0,0,0,14.9322222222222,59.195125,152.727333333333,0,0,0.156222222222222,0.0342861111111111,1.27387,0,0.132529444444444,0.00387288888888889,0.0934444444444444,0,0.424933333333333,0,0,0,43.3298095238095,138.976455555556,14.7824428571429,58.9568333333333,31.6762222222222,173.942666666667,426.238333333333,419.530111111111,385.916111111111,441.221666666667,183.267791666667,127.281777777778,150.838296296296,342.441111111111,279.542777777778,0,0,0.266411666666667,0.013223,0,0,0,45.6666069444444,45.4570833333333,0,0,0,0,0,0,0,0,0,0,0,4.59595238095238,0,0,28.5892777777778,68.4537142857143,83.5418333333333,88.8781666666667,56.2913015873016,17.3508333333333,45.5688888888889,139.100555555556
2014.25,0,0,0,0,4.64544444444444,18.5277777777778,33.1892916666667,305.173111111111,154.3985,122.971791666667,114.776111111111,0,17.1849047619048,0.298511666666667,0,14.2377777777778,0.0517108333333333,0,0,45.7148095238095,21.1141111111111,0,110.087380952381,304.803888888889,189.538047619048,0,0,0,141.417083333333,285.177222222222,90.9262222222222,299.704708333333,122.712916666667,78.7160555555556,59.5322962962963,81.7974444444444,106.140523809524,0,0,1.85361904761905,0,143.79,21.512625,75.9648333333333,182.844791666667,298.669083333333,0,0,0,0,0,0,0,0,0,2.17372222222222,2.17372222222222,103.12,153.050208333333,0,13.2181111111111,2.23213333333333,64.8153888888889,24.6177777777778,37.7665238095238,5.8175,0,6.39272222222222
2014.5,0,0,0,0,0,2.62932666666667,2.07216666666667,1.19683666666667,7.39945833333333,3.53670833333333,0,0,0,0,0,17.8066666666667,0,0,0,0,0,0,0,0,0,0,0,0,7.36291666666667,0,11.3333333333333,7.36291666666667,50.8275,14.3005555555556,9.5337037037037,0,0,0,0,0,0,0,0,34.0583333333333,78.0704166666667,102.631666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.75,0,0,0.10845,0.10845,0,1.06977222222222,0.668679166666667,0.571677777777778,2.8105,2.8105,0.173316666666667,0,0,0,0,4.28005555555556,0,0,0.166605555555556,0,0,0,0,0,0,0,0,0,3.11345833333333,0,0,18.4650416666667,3.08929166666667,0,0,0,0,0,0,0.0800880952380952,0,0,0,0,2.4115,2.4115,0,0,0,0,0,0,0,0,0,0,0,0.677414285714286,1.04199625,0.327554166666667,0,0,0.232622222222222,0,0.193627619047619,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217251833333333,0.201816666666667,0,0.0622944444444444,0.337327777777778,0,0,0,0,0,0,0,0,0,0,11.9533333333333,0,0,48.8433333333333,12.1871428571429,0,0,0,0,0,0,0.0371809523809524,0,0,0,0,19.58375,78.3552380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.25,0,0,0,0,0,32.0941283333333,205.43681,123.593099666667,90.9216354166667,90.1413214285714,36.6912222222222,0,0.190928571428571,0.00536416666666667,0.05595,0,0,0,0,0,0,0,0,0,0,17.8815625,240.106666666667,0,4.3374375,0,6.50575,8.6121875,0,0,2.87855555555556,0,0,8.83666666666667,0,0,0,0,0,16.9388333333333,39.2489375,108.16625,24.6933333333333,46.5902777777778,0,71.0775,0,0,130.873333333333,0,0,0,0,184.526428571429,189.437875,0,2.11474166666667,0,57.285,0,79.4906428571429,0,0,121.696222222222
2015.5,0,0,0,0,0,98.4427111111111,246.512352666667,101.481242222222,56.43,15.3428571428571,17.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4295833333333,155.202222222222,0,7.91180952380952,0,0,19.5913333333333,0,0,0,0,0,31.0411111111111,0,0,0,0,0,61.3038888888889,64.84,153.59125,153.881666666667,113.646666666667,23.16,109.528888888889,135.766666666667,131.952222222222,132.87875,135.604285714286,0.0675111111111111,0.0810133333333333,0.0810133333333333,206.259642857143,178.439925,0,0,0,124.355,0,181.755804761905,0,0,105.603333333333
2015.75,0,0,0.129448888888889,0.160181666666667,0,0,1.19453208333333,0.581175,0,0,0,0,0,0,0,0,0.01982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331919047619048,0,0,0
2016,0,0,6.74588641666667,0.228658333333333,0,2.36358333333333,44.6540833333333,49.6855555555556,0,0,0,0,0.0319085714285714,0,0.0645666666666667,0.0551411111111111,0.00215455555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.645,0,0.0405290476190476,0,0,0,0,0,2.39770833333333,0,0,0,0,0,0,0,0,0.1035,0.1035,0.1035,0.837438095238095,0.732758333333333,0,0,0,0,0,9.98,0,0,0
2016.25,0,0,168.006666666667,16.6666666666667,0,11.6933333333333,153.3995625,50.9131666666667,0,0,0,0,1.45685357142857,0,0,0,0,0,0.212775,0,0,0,0,0,0,0,0,0,102.800827380952,0,0,41.8317857142857,0,0,0,0,0,290.857111111111,0,0,0,0,0,0,0.438273214285714,0.78323125,19.65,27.8877777777778,21.3253888888889,44.165,44.9666666666667,66.6607222222222,16.1216666666667,12.357619047619,0,0,0,0,0,4.3469375,0,0,27.0133333333333,11.0366666666667,88.2045,0,0,0
2016.5,0,0,8.47477777777778,0,0,0,0.464941666666667,0,0,0,0,150.249833333333,0,265.822416666667,197.174444444444,27.9397777777778,6.60133888888889,37.2261111111111,21.2923333333333,0,0,0,0,0,0,0,0,0,20.0855833333333,0,0,12.2088333333333,0,0,0,0,0,51.4988888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448426666666667,0,1.39575,0,0,0,0,0
2016.75,0,0,12.5886111111111,0,17.8711111111111,33.4894444444444,91.6266666666667,0,24.6608333333333,6.38619047619048,51.366,102.958333333333,0,353.28125,264.740888888889,57.7527777777778,194.338333333333,123.731111111111,114.663888888889,0,0,0,0,0,0,0,19.2749444444444,0,90.111875,0,0,71.5133333333333,69.6879166666667,21.9388888888889,14.6259259259259,0,0,76.6977777777778,0,0,0,0,0,47.6122222222222,56.5393333333333,81.2958333333333,14.5266666666667,24.0277777777778,14.5788888888889,40.1472222222222,41.3383333333333,21.1139444444444,15.0383333333333,16.4052380952381,0,0,0,53.3752380952381,31.3670833333333,0,5.16388888888889,0,0,0,3.57885714285714,0,0,0
2017,0,0,12.2855555555556,0,19.6112222222222,73.5926666666667,234.785,37.5194444444444,0,0,0,48.5033333333333,0,0,91.5608333333333,66.9608333333333,0,73.2175,83.0433333333333,26.5282857142857,7.44866666666667,0,0,0,0,9.731625,37.5972222222222,0,144.59625,0,0,91.528125,112.51375,189.872333333333,152.537888888889,0,0,191.868333333333,0,0,0,0,0,42.8525,65.70075,39.41375,21.855,22.5283333333333,12.925,38.5382222222222,15.8797777777778,0,12.1201666666667,6.22171428571429,0,0,0,97.1251904761905,31.5674583333333,0,25.6614583333333,0.855,0,0,49.877619047619,3.71683333333333,0,77.4844444444444
2017.25,0,0,187.174503333333,103.55867,78.3466666666667,287.125505555556,363.901416666667,109.629444444444,26.2291304166667,35.1825416666667,116.065944444444,567.326777777778,530.266666666667,319.994058333333,509.628333333333,511.644444444444,576.578333333333,592.541666666667,504.429444444444,81.1585238095238,88.8085,0,0,0,0,227.913166666667,213.1955,0,88.3930833333333,0,0,132.705791666667,755.676666666667,635.634444444444,621.417777777778,0,15.7694285714286,281.908277777778,0,0,0,0,0,423.793888888889,146.876916666667,432.18375,0,0,0,0,0,0,0,0,0,0.0520111111111111,0.0520111111111111,393.226604761905,368.623529166667,13.4133208333333,11.9585555555556,5.34238095238095,91.0081111111111,66.0611111111111,223.454081428571,4.8475,14.8042222222222,189.518888888889
2017.5,0,0,7.80875,0,NA,71.58365,111.1995,25.4778333333333,0,0,62.2965555555556,191.284166666667,209.458571428571,96.748125,198.0775,94.5625,324.104166666667,256.52,81.98,11.6928571428571,13.6416666666667,0,0,0,0,24.0162083333333,103.543888888889,0,0,0,0,0,235.149583333333,153.487444444444,153.390185185185,0,0,73.5967222222222,0,0,0,0,0,223.697777777778,147.133333333333,304.30375,0,0,0,0,0,0,0,0,0.069,0.069,0.069,246.818285714286,158.673125,0,0,0,0,0,27.0362571428571,0,0,0
2017.75,0,0,0,0,0,51.5001666666667,292.595125,76.5686666666667,0,0,9.65905555555556,0,0.233728571428571,12.1799583333333,0,0,14.0530555555556,1.7715,0,0,0,0,0,0,0,229.860625,342.023722222222,0,47.9439583333333,0,0,22.983125,46.6119583333333,0,0,0,2.43590476190476,66.4296666666667,46.4294444444444,0,157.083333333333,0.0909433333333333,0,1.44985,14.7926666666667,22.0397083333333,0,10.0738888888889,10.0738888888889,10.0738888888889,0,0,0,0,0,0,0,33.1160714285714,25.3118333333333,0.0782,0,3.21414285714286,0,0.0651388888888889,0.0927547619047619,0,0,153.722111111111
2018,0,0,82.3271111111111,26.7933333333333,93.7068888888889,110.257444444444,582.4125,418.988666666667,0.0979641666666667,0,34.604,0.10884,0.985233333333333,0,0,0,35.4425,0,0.212772222222222,9.81223809523809,15.2397777777778,0,0,0,0.00498428571428571,303.956041666667,239.538333333333,0,414.274583333333,13.155,27.6713333333333,372.322083333333,114.853791666667,135.358777777778,107.867740740741,11.7016666666667,95.61,414.782777777778,4.4595,7.54768380952381,27.9553333333333,0,0.0360766666666667,9.82116666666667,94.2912083333333,193.970416666667,29.2702222222222,40.6748333333333,86.7188888888889,63.6334444444444,46.5888888888889,45.8822222222222,16.9916666666667,19.4190476190476,3.83783333333333,9.53066666666667,9.53066666666667,111.120095238095,69.2585416666667,0,88.5037222222222,49.2521428571429,4.46038888888889,0,64.6694285714286,49.39475,7.48261111111111,459.399444444444
2018.25,14.9993333333333,60.9751666666667,461.475833333333,347.2525,440.405,429.807916666667,745.704583333333,914.230833333333,5.052625,37.7108333333333,214.712388888889,0,0.501585714285714,0.293047916666667,0.0839222222222222,0,77.5028333333333,0,0,275.910476190476,433.283277777778,6.90095238095238,15.7195238095238,1.94776111111111,11.6518923809524,713.170833333333,661.005,11.1971111111111,729.874583333333,242.678055555556,201.244444444444,700.502083333333,654.239166666667,580.958333333333,544.288888888889,97.8294444444444,287.138571428571,999.728888888889,36.3822222222222,139.045619047619,288.44,41.7019523809524,5.80495833333333,353.280166666667,672.9,856.497083333333,335.327222222222,445.885277777778,561.192777777778,464.407444444444,431.856555555556,341.492,230.910583333333,276.739333333333,53.6633333333333,286.934666666667,286.934666666667,657.208619047619,566.716513888889,75.520375,415.314444444444,290.939523809524,283.960833333333,54.6046625,566.062047619048,479.68375,314.868333333333,845.195
2018.5,0,0,87.5196111111111,66.7894444444444,47.1588888888889,66.4712388888889,75.2708333333333,140.158333333333,0,5.81191666666667,36.4272222222222,0,0.223366666666667,0,0,0,1.12133333333333,0,0.7264,44.2452380952381,76.5738888888889,0,0,0,0,91.2708333333333,74.9094444444444,12.9917222222222,0,0,52.5644444444444,0,7.435,0,0,0,0,82.1972222222222,0,0,0,0,0,172.343666666667,230.195472222222,295.393125,221.728888888889,295.132777777778,234.648888888889,297.774444444444,148.162777777778,110.616666666667,84.7445833333333,79.0557142857143,6.64944444444444,15.9305555555556,15.9305555555556,107.26200952381,95.4917583333333,21.8076666666667,120.343666666667,65.0595238095238,92.3983333333333,11.0905555555556,57.5042619047619,154.57,103.556111111111,133.818333333333
2018.75,0,0,0,0,0,0,0,0,0.0349529166666667,0.0645875,0.0861166666666667,0.100624444444444,0.473695238095238,0.0416308333333333,0,0,0,0.103346666666667,0.14185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729552,0,0.0978533333333333,0,0,0.109541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
